[Gene ID]	[source_id]	[Gene Name or Symbol]	[Curated GO Processes]	[Curated GO Process IDs]	[EC numbers]	[Organism]	[Computed GO Process IDs]	[Computed GO Processes]	
CNAG_00195	CNAG_00195-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00229	CNAG_00229-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00231	CNAG_00231-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00232	CNAG_00232-t26_1	RPL30	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00233	CNAG_00233-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00234	CNAG_00234-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114, GO:0008033	oxidation-reduction process, tRNA processing	
CNAG_00235	CNAG_00235-t26_1	AMT1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0072488, GO:0015696	ammonium transmembrane transport, ammonium transport	
CNAG_00236	CNAG_00236-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009058	biosynthetic process	
CNAG_00237	CNAG_00237-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009098, GO:0008152	leucine biosynthetic process, metabolic process	
CNAG_00238	CNAG_00238-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006428, GO:0006418	isoleucyl-tRNA aminoacylation, tRNA aminoacylation for protein translation	
CNAG_00239	CNAG_00239-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_00240	CNAG_00240-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00241	CNAG_00241-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00242	CNAG_00242-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00243	CNAG_00243-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00246	CNAG_00246-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00247	CNAG_00247-t26_1	LYS9	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_00248	CNAG_00248-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00249	CNAG_00249-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00250	CNAG_00250-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00251	CNAG_00251-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00252	CNAG_00252-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006511	ubiquitin-dependent protein catabolic process	
CNAG_00252	CNAG_00252-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006511	ubiquitin-dependent protein catabolic process	
CNAG_00253	CNAG_00253-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006904	vesicle docking involved in exocytosis	
CNAG_00254	CNAG_00254-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00255	CNAG_00255-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00256	CNAG_00256-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006531, GO:0008652, GO:0009097, GO:0009089, GO:0009086, GO:0055114, GO:0009088	aspartate metabolic process, cellular amino acid biosynthetic process, isoleucine biosynthetic process, lysine biosynthetic process via diaminopimelate, methionine biosynthetic process, oxidation-reduction process, threonine biosynthetic process	
CNAG_00257	CNAG_00257-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007018	microtubule-based movement	
CNAG_00257	CNAG_00257-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007018	microtubule-based movement	
CNAG_00258	CNAG_00258-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0000226	microtubule cytoskeleton organization	
CNAG_00259	CNAG_00259-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_00260	CNAG_00260-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00261	CNAG_00261-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00262	CNAG_00262-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00262	CNAG_00262-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00263	CNAG_00263-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016311, GO:0006470	dephosphorylation, protein dephosphorylation	
CNAG_00264	CNAG_00264-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006308	DNA catabolic process	
CNAG_00264	CNAG_00264-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006308	DNA catabolic process	
CNAG_00265	CNAG_00265-t26_1	IDI1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008299	isoprenoid biosynthetic process	
CNAG_00266	CNAG_00266-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_00267	CNAG_00267-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00268	CNAG_00268-t26_1	ILV2	capsule organization, pathogenesis	GO:0045230, GO:0009405	N/A	C. neoformans var. grubii H99	GO:0009082	branched-chain amino acid biosynthetic process	
CNAG_00269	CNAG_00269-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_00270	CNAG_00270-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006850	mitochondrial pyruvate transport	
CNAG_00271	CNAG_00271-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00272	CNAG_00272-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00273	CNAG_00273-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00274	CNAG_00274-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00275	CNAG_00275-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114, GO:0006098	oxidation-reduction process, pentose-phosphate shunt	
CNAG_00276	CNAG_00276-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00277	CNAG_00277-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00278	CNAG_00278-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_00279	CNAG_00279-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00280	CNAG_00280-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00283	CNAG_00283-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00284	CNAG_00284-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_00284	CNAG_00284-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_00285	CNAG_00285-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	
CNAG_00286	CNAG_00286-t26_1	NAB2	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00287	CNAG_00287-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00288	CNAG_00288-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00289	CNAG_00289-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00290	CNAG_00290-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00291	CNAG_00291-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0043087	regulation of GTPase activity	
CNAG_00292	CNAG_00292-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00293	CNAG_00293-t26_1	RAS1	actin cytoskeleton organization, cell growth, filamentous growth, hyperosmotic response, pathogenesis, response to antibiotic, response to cadmium ion, response to drug, response to fungicide, response to hydroxyurea, response to methyl methanesulfonate, response to oxidative stress, response to pot	GO:0030036, GO:0016049, GO:0030447, GO:0006972, GO:0009405, GO:0046677, GO:0046686, GO:0042493, GO:0060992, GO:0072710, GO:0072702, GO:0006979, GO:0035864, GO:0009651, GO:0072706	N/A	C. neoformans var. grubii H99	GO:0006886, GO:0006913, GO:0006184, GO:0015031, GO:0007165, GO:0007264	intracellular protein transport, nucleocytoplasmic transport, obsolete GTP catabolic process, protein transport, signal transduction, small GTPase mediated signal transduction	
CNAG_00294	CNAG_00294-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00295	CNAG_00295-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00299	CNAG_00299-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00300	CNAG_00300-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0000226	microtubule cytoskeleton organization	
CNAG_00301	CNAG_00301-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00302	CNAG_00302-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00303	CNAG_00303-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_00303	CNAG_00303-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_00304	CNAG_00304-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00305	CNAG_00305-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006950	response to stress	
CNAG_00305	CNAG_00305-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006950	response to stress	
CNAG_00306	CNAG_00306-t26_1	CMT2	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00307	CNAG_00307-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0030150	protein import into mitochondrial matrix	
CNAG_00308	CNAG_00308-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_00309	CNAG_00309-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00310	CNAG_00310-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006260	DNA replication	
CNAG_00311	CNAG_00311-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_00312	CNAG_00312-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006810	transport	
CNAG_00313	CNAG_00313-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00314	CNAG_00314-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00315	CNAG_00315-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00316	CNAG_00316-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00317	CNAG_00317-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006396	RNA processing	
CNAG_00318	CNAG_00318-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0030833	regulation of actin filament polymerization	
CNAG_00319	CNAG_00319-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00319	CNAG_00319-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00320	CNAG_00320-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00321	CNAG_00321-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00322	CNAG_00322-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00323	CNAG_00323-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00326	CNAG_00326-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00327	CNAG_00327-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007067	mitotic nuclear division	
CNAG_00328	CNAG_00328-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006281	DNA repair	
CNAG_00329	CNAG_00329-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00330	CNAG_00330-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00331	CNAG_00331-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00332	CNAG_00332-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_00333	CNAG_00333-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00334	CNAG_00334-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00335	CNAG_00335-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009966	regulation of signal transduction	
CNAG_00336	CNAG_00336-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00337	CNAG_00337-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00342	CNAG_00342-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00343	CNAG_00343-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00344	CNAG_00344-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00345	CNAG_00345-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0033014	tetrapyrrole biosynthetic process	
CNAG_00346	CNAG_00346-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00347	CNAG_00347-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00348	CNAG_00348-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00349	CNAG_00349-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00351	CNAG_00351-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00352	CNAG_00352-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00353	CNAG_00353-t26_1	LPI16	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006629	lipid metabolic process	
CNAG_00354	CNAG_00354-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00355	CNAG_00355-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00356	CNAG_00356-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006979	response to oxidative stress	
CNAG_00357	CNAG_00357-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00357	CNAG_00357-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00358	CNAG_00358-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008033	tRNA processing	
CNAG_00358	CNAG_00358-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008033	tRNA processing	
CNAG_00359	CNAG_00359-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00360	CNAG_00360-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00360	CNAG_00360-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00361	CNAG_00361-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00362	CNAG_00362-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00363	CNAG_00363-t26_1	TCO6	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0000160, GO:0007165	phosphorelay signal transduction system, signal transduction	
CNAG_00364	CNAG_00364-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00365	CNAG_00365-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00366	CNAG_00366-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00367	CNAG_00367-t26_1	DYN5	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00368	CNAG_00368-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00369	CNAG_00369-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006357	regulation of transcription from RNA polymerase II promoter	
CNAG_00370	CNAG_00370-t26_1	UBI1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006412	translation	
CNAG_00371	CNAG_00371-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_00372	CNAG_00372-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00373	CNAG_00373-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0005975	carbohydrate metabolic process	
CNAG_00374	CNAG_00374-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00375	CNAG_00375-t26_1	GCN5	capsule organization, pathogenesis, response to tacrolimus	GO:0045230, GO:0009405, GO:1901327	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00376	CNAG_00376-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00377	CNAG_00377-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006265	DNA topological change	
CNAG_00377	CNAG_00377-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006265	DNA topological change	
CNAG_00378	CNAG_00378-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00383	CNAG_00383-t26_1	APT3	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006812, GO:0015914	cation transport, phospholipid transport	
CNAG_00384	CNAG_00384-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006259	DNA metabolic process	
CNAG_00385	CNAG_00385-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0051603	proteolysis involved in cellular protein catabolic process	
CNAG_00386	CNAG_00386-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00387	CNAG_00387-t26_1	LPI13	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0043087	regulation of GTPase activity	
CNAG_00388	CNAG_00388-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0046488	phosphatidylinositol metabolic process	
CNAG_00389	CNAG_00389-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006546	glycine catabolic process	
CNAG_00390	CNAG_00390-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016311	dephosphorylation	
CNAG_00391	CNAG_00391-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00392	CNAG_00392-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00392	CNAG_00392-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00393	CNAG_00393-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0005975, GO:0005978	carbohydrate metabolic process, glycogen biosynthetic process	
CNAG_00394	CNAG_00394-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00395	CNAG_00395-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00396	CNAG_00396-t26_1	PKA1	capsule organization, chitin localization, hyperosmotic response, melanin biosynthetic process, pathogenesis, response to antibiotic, response to cadmium ion, response to caffeine, response to drug, response to lithium ion	GO:0045230, GO:0006033, GO:0006972, GO:0042438, GO:0009405, GO:0046677, GO:0046686, GO:0031000, GO:0042493, GO:0010226	N/A	C. neoformans var. grubii H99	GO:0006468	protein phosphorylation	
CNAG_00397	CNAG_00397-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152	metabolic process	
CNAG_00398	CNAG_00398-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00399	CNAG_00399-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00400	CNAG_00400-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00400	CNAG_00400-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00401	CNAG_00401-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006506	GPI anchor biosynthetic process	
CNAG_00402	CNAG_00402-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00403	CNAG_00403-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_00404	CNAG_00404-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00405	CNAG_00405-t26_1	KIC1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006468	protein phosphorylation	
CNAG_00406	CNAG_00406-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00407	CNAG_00407-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00408	CNAG_00408-t26_1	PPH3	response to sodium dodecyl sulfate	GO:0072706	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00409	CNAG_00409-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00410	CNAG_00410-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00411	CNAG_00411-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00412	CNAG_00412-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00413	CNAG_00413-t26_1	OFD1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_00414	CNAG_00414-t26_1	MAK32	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00415	CNAG_00415-t26_1	CDC2801	melanin biosynthetic process	GO:0042438	N/A	C. neoformans var. grubii H99	GO:0006468	protein phosphorylation	
CNAG_00416	CNAG_00416-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00417	CNAG_00417-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006414	translational elongation	
CNAG_00418	CNAG_00418-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006556	S-adenosylmethionine biosynthetic process	
CNAG_00419	CNAG_00419-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00420	CNAG_00420-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00421	CNAG_00421-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0015031	protein transport	
CNAG_00422	CNAG_00422-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00422	CNAG_00422-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00423	CNAG_00423-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00424	CNAG_00424-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009058	biosynthetic process	
CNAG_00425	CNAG_00425-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00426	CNAG_00426-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00427	CNAG_00427-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00428	CNAG_00428-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00429	CNAG_00429-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114, GO:0008033	oxidation-reduction process, tRNA processing	
CNAG_00430	CNAG_00430-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00433	CNAG_00433-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_00434	CNAG_00434-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00435	CNAG_00435-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00436	CNAG_00436-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00437	CNAG_00437-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00438	CNAG_00438-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_00439	CNAG_00439-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
